Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
1126,"J Steinhardt, PWW Koh…","Certified defenses for data poisoning attacks",2017,"Advances in neural …","proceedings.neurips.cc","https://proceedings.neurips.cc/paper/2017/hash/9d7311ba459f9e45ed746755a32dcd11-Abstract.html","https://scholar.google.com/scholar?cites=10474944557566613837&as_sdt=2005&sciodt=2007&hl=en",1,"2026-01-28 13:54:56","","","",,,,,,1126,125.11,375,3,9,"… The focus of the present work is on data poisoning attacks … This body of work has demonstrated data poisoning attacks that … to a large class of data poisoning attacks? At development …","https://proceedings.neurips.cc/paper/2017/file/9d7311ba459f9e45ed746755a32dcd11-Paper.pdf","https://scholar.google.com/scholar?q=related:TVmrk5N6XpEJ:scholar.google.com/&scioq=data+poisoning&hl=en&as_sdt=2007"
263,"A Schwarzschild, M Goldblum…","Just how toxic is data poisoning? a unified benchmark for backdoor and data poisoning attacks",2021,"International …","proceedings.mlr.press","http://proceedings.mlr.press/v139/schwarzschild21a.html","https://scholar.google.com/scholar?cites=15855049854905847899&as_sdt=2005&sciodt=2007&hl=en",2,"2026-01-28 13:54:56","","","",,,,,,263,52.60,88,3,5,"… We observe that data poisoning and backdoor attacks are highly … as valuable prototypes for data poisoning, we apply rigorous … benchmarks for data poisoning and backdoor attacks. …","http://proceedings.mlr.press/v139/schwarzschild21a/schwarzschild21a.pdf","https://scholar.google.com/scholar?q=related:W5DF4dZzCNwJ:scholar.google.com/&scioq=data+poisoning&hl=en&as_sdt=2007"
139,"X Zhang, X Zhu, L Lessard","Online data poisoning attacks",2020,"Learning for Dynamics and …","proceedings.mlr.press","https://proceedings.mlr.press/v120/zhang20b.html","https://scholar.google.com/scholar?cites=13620688710793989498&as_sdt=2005&sciodt=2007&hl=en",3,"2026-01-28 13:54:56","","","",,,,,,139,23.17,46,3,6,"… We study data poisoning attacks in the online learning setting, where training data arrive … , this paper builds a foundation for future studies of defense against online data poisoning. …","http://proceedings.mlr.press/v120/zhang20b/zhang20b.pdf","https://scholar.google.com/scholar?q=related:eo0MizdoBr0J:scholar.google.com/&scioq=data+poisoning&hl=en&as_sdt=2007"
156,"FA Yerlikaya, Ş Bahtiyar","Data poisoning attacks against machine learning algorithms",2022,"Expert Systems with Applications","Elsevier","https://www.sciencedirect.com/science/article/pii/S0957417422012933","https://scholar.google.com/scholar?cites=16852180316159626775&as_sdt=2005&sciodt=2007&hl=en",4,"2026-01-28 13:54:56","","","",,,,,,156,39.00,78,2,4,"… We use data poisoning for manipulating training data during adversarial attacks, which are random label flipping and distance-based label flipping attacks. We analyze the performance …","","https://scholar.google.com/scholar?q=related:F06G-7X43ukJ:scholar.google.com/&scioq=data+poisoning&hl=en&as_sdt=2007"
288,"WR Huang, J Geiping, L Fowl…","Metapoison: Practical general-purpose clean-label data poisoning",2020,"Advances in Neural …","proceedings.neurips.cc","https://proceedings.neurips.cc/paper/2020/hash/8ce6fc704072e351679ac97d4a985574-Abstract.html","https://scholar.google.com/scholar?cites=12626791803327337128&as_sdt=2005&sciodt=2007&hl=en",5,"2026-01-28 13:54:56","","","",,,,,,288,48.00,72,4,6,"… MetaPoison is robust: poisoned data made for one model … We demonstrate for the first time successful data poisoning … First, we re-evaluate bilevel optimization for data poisoning of …","https://proceedings.neurips.cc/paper/2020/file/8ce6fc704072e351679ac97d4a985574-Paper.pdf","https://scholar.google.com/scholar?q=related:qNIj2j5gO68J:scholar.google.com/&scioq=data+poisoning&hl=en&as_sdt=2007"
31,"P Zhao, W Zhu, P Jiao, D Gao, O Wu","Data poisoning in deep learning: A survey",2025,"arXiv preprint arXiv:2503.22759","arxiv.org","https://arxiv.org/abs/2503.22759","https://scholar.google.com/scholar?cites=6884772249059466121&as_sdt=2005&sciodt=2007&hl=en",6,"2026-01-28 13:54:56","","","",,,,,,31,31.00,6,5,1,"… threat of data poisoning, where attackers introduce maliciously manipulated training data to … While existing surveys provide valuable insights into data poisoning, they generally adopt a …","https://arxiv.org/pdf/2503.22759?","https://scholar.google.com/scholar?q=related:iRuoKOKfi18J:scholar.google.com/&scioq=data+poisoning&hl=en&as_sdt=2007"
29,"P He, H Xu, Y Xing, H Liu, M Yamada…","Data poisoning for in-context learning",2025,"Findings of the …","aclanthology.org","https://aclanthology.org/2025.findings-naacl.91/","https://scholar.google.com/scholar?cites=5224769788405052465&as_sdt=2005&sciodt=2007&hl=en",7,"2026-01-28 13:54:56","","","",,,,,,29,29.00,5,6,1,"… This paper examines ICL’s vulnerability to data poisoning attacks. We introduce ICLPoison, an attacking method specially designed to exploit ICL’s unique learning mechanisms by …","https://aclanthology.org/2025.findings-naacl.91.pdf","https://scholar.google.com/scholar?q=related:MXQTx3AcgkgJ:scholar.google.com/&scioq=data+poisoning&hl=en&as_sdt=2007"
1255,"V Tolpegin, S Truex, ME Gursoy, L Liu","Data poisoning attacks against federated learning systems",2020,"European symposium on research …","Springer","https://link.springer.com/chapter/10.1007/978-3-030-58951-6_24","https://scholar.google.com/scholar?cites=1517828116352522374&as_sdt=2005&sciodt=2007&hl=en",8,"2026-01-28 13:54:56","","10.1007/978-3-030-58951-6_24","",,,,,,1255,209.17,314,4,6,"… data poisoning attacks against FL systems in which a malicious subset of the participants aim to poison the global model by sending model updates derived from mislabeled data. We …","https://arxiv.org/pdf/2007.08432","https://scholar.google.com/scholar?q=related:hthKSaFoEBUJ:scholar.google.com/&scioq=data+poisoning&hl=en&as_sdt=2007"
97,"J Fan, Q Yan, M Li, G Qu, Y Xiao","A survey on data poisoning attacks and defenses",2022,"… Data Science in Cyberspace …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/9900151/","https://scholar.google.com/scholar?cites=15055517502354538626&as_sdt=2005&sciodt=2007&hl=en",9,"2026-01-28 13:54:56","","","",,,,,,97,24.25,19,5,4,"… data to make the resulting model skewed or unusable. This paper reviews the relevant researches on data poisoning … then the defense methods of data poisoning attacks are sorted out, …","","https://scholar.google.com/scholar?q=related:gsCEnWbx79AJ:scholar.google.com/&scioq=data+poisoning&hl=en&as_sdt=2007"
239,"AE Cinà, K Grosse, A Demontis, S Vascon…","Wild patterns reloaded: A survey of machine learning security against training data poisoning",2023,"ACM Computing …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/3585385","https://scholar.google.com/scholar?cites=6450390182576079100&as_sdt=2005&sciodt=2007&hl=en",10,"2026-01-28 13:54:56","","10.1145/3585385","",,,,,,239,79.67,48,5,3,"… While the vast majority of the poisoning literature focuses on supervised classification models in the computer vision domain, we would like to remark here that data poisoning has been …","https://dl.acm.org/doi/pdf/10.1145/3585385","https://scholar.google.com/scholar?q=related:_EAdB7JjhFkJ:scholar.google.com/&scioq=data+poisoning&hl=en&as_sdt=2007"
107,"Y Wang, K Chaudhuri","Data poisoning attacks against online learning",2018,"arXiv preprint arXiv:1808.08994","arxiv.org","https://arxiv.org/abs/1808.08994","https://scholar.google.com/scholar?cites=3857350256667597162&as_sdt=2005&sciodt=2007&hl=en",11,"2026-01-28 13:54:56","","","",,,,,,107,13.38,54,2,8,"… We consider data poisoning attacks, a class of adversarial … data in order to make the trained classifier satisfy certain objectives. While there has been much prior work on data poisoning, …","https://arxiv.org/pdf/1808.08994","https://scholar.google.com/scholar?q=related:ahnvDp8PiDUJ:scholar.google.com/&scioq=data+poisoning&hl=en&as_sdt=2007"
174,"M Jagielski, G Severi, N Pousette Harger…","Subpopulation data poisoning attacks",2021,"Proceedings of the 2021 …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/3460120.3485368","https://scholar.google.com/scholar?cites=18068775768399115032&as_sdt=2005&sciodt=2007&hl=en",12,"2026-01-28 13:54:56","","10.1145/3460120.3485368","",,,,,,174,34.80,44,4,5,"… Poisoning attacks against machine learning induce adversarial modification of data used by … In this work, we introduce a novel data poisoning attack called a subpopulation attack, …","https://dl.acm.org/doi/pdf/10.1145/3460120.3485368","https://scholar.google.com/scholar?q=related:GHOdMdQvwfoJ:scholar.google.com/&scioq=data+poisoning&hl=en&as_sdt=2007"
314,"S Alfeld, X Zhu, P Barford","Data poisoning attacks against autoregressive models",2016,"Proceedings of the AAAI Conference on …","ojs.aaai.org","https://ojs.aaai.org/index.php/AAAI/article/view/10237","https://scholar.google.com/scholar?cites=6637725606433964086&as_sdt=2005&sciodt=2007&hl=en",13,"2026-01-28 13:54:56","","","",,,,,,314,31.40,105,3,10,"… framework for formulating an adversary’s data poisoning attack against a fixed (presumably … , with empirical experiments on synthetic data as well as real world data from US natural gas …","https://ojs.aaai.org/index.php/AAAI/article/view/10237/10096","https://scholar.google.com/scholar?q=related:NsACWEXwHVwJ:scholar.google.com/&scioq=data+poisoning&hl=en&as_sdt=2007"
181,"S Hong, V Chandrasekaran, Y Kaya, T Dumitraş…","On the effectiveness of mitigating data poisoning attacks with gradient shaping",2020,"arXiv preprint arXiv …","arxiv.org","https://arxiv.org/abs/2002.11497","https://scholar.google.com/scholar?cites=7126929616709433259&as_sdt=2005&sciodt=2007&hl=en",14,"2026-01-28 13:54:56","","","",,,,,,181,30.17,36,5,6,"… clean and poison gradients. We start with an overview of the existing data poisoning attacks … We then focus on poisoning mechanisms that the indiscriminate or targeted attacks use and …","https://arxiv.org/pdf/2002.11497","https://scholar.google.com/scholar?q=related:qzct77nw52IJ:scholar.google.com/&scioq=data+poisoning&hl=en&as_sdt=2007"
2700,"X Chen, C Liu, B Li, K Lu, D Song","Targeted backdoor attacks on deep learning systems using data poisoning",2017,"arXiv preprint arXiv:1712.05526","arxiv.org","https://arxiv.org/abs/1712.05526","https://scholar.google.com/scholar?cites=10754564719271014682&as_sdt=2005&sciodt=2007&hl=en",15,"2026-01-28 13:54:56","","","",,,,,,2700,300.00,540,5,9,"… data poisoning strategies to perform backdoor attacks, and thus refer to them as backdoor poisoning … conducts an attack by adding a few poisoning samples into the training dataset, …","https://arxiv.org/pdf/1712.05526","https://scholar.google.com/scholar?q=related:GvEYzqHjP5UJ:scholar.google.com/&scioq=data+poisoning&hl=en&as_sdt=2007"
478,"B Li, Y Wang, A Singh…","Data poisoning attacks on factorization-based collaborative filtering",2016,"Advances in neural …","proceedings.neurips.cc","https://proceedings.neurips.cc/paper/2016/hash/83fa5a432ae55c253d0e60dbfa716723-Abstract.html","https://scholar.google.com/scholar?cites=14272718160753446643&as_sdt=2005&sciodt=2007&hl=en",16,"2026-01-28 13:54:56","","","",,,,,,478,47.80,120,4,10,"… data poisoning attack on collaborative filtering systems. We demonstrate how a powerful attacker with full knowledge of the learner can generate malicious data … -world data and discuss …","https://proceedings.neurips.cc/paper/2016/file/83fa5a432ae55c253d0e60dbfa716723-Paper.pdf","https://scholar.google.com/scholar?q=related:8875DozhEsYJ:scholar.google.com/&scioq=data+poisoning&hl=en&as_sdt=2007"
250,"E Wallace, T Zhao, S Feng, S Singh","Concealed data poisoning attacks on NLP models",2021,"Proceedings of the 2021 …","aclanthology.org","https://aclanthology.org/2021.naacl-main.13/","https://scholar.google.com/scholar?cites=17405161573017692947&as_sdt=2005&sciodt=2007&hl=en",17,"2026-01-28 13:54:56","","","",,,,,,250,50.00,63,4,5,"… changes to the training data. In this work, we develop a new data poisoning attack that allows an … For instance, we insert 50 poison examples into a sentiment model’s training set that …","https://aclanthology.org/2021.naacl-main.13.pdf","https://scholar.google.com/scholar?q=related:E6v_8TuOi_EJ:scholar.google.com/&scioq=data+poisoning&hl=en&as_sdt=2007"
326,"PW Koh, J Steinhardt, P Liang","Stronger data poisoning attacks break data sanitization defenses",2022,"Machine Learning","Springer","https://link.springer.com/article/10.1007/s10994-021-06119-y","https://scholar.google.com/scholar?cites=14124361561083193058&as_sdt=2005&sciodt=2007&hl=en",18,"2026-01-28 13:54:56","HTML","10.1007/s10994-021-06119-y","",,,,,,326,81.50,109,3,4,"… We develop three data poisoning attacks that can simultaneously evade a broad range of common data sanitization defenses, including anomaly detectors based on nearest neighbors, …","https://link.springer.com/article/10.1007/s10994-021-06119-y","https://scholar.google.com/scholar?q=related:4qaLdwHQA8QJ:scholar.google.com/&scioq=data+poisoning&hl=en&as_sdt=2007"
401,"M Goldblum, D Tsipras, C Xie, X Chen…","Dataset security for machine learning: Data poisoning, backdoor attacks, and defenses",2022,"… on Pattern Analysis …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/9743317/","https://scholar.google.com/scholar?cites=12067754974695139359&as_sdt=2005&sciodt=2007&hl=en",19,"2026-01-28 13:54:56","","","",,,,,,401,100.25,80,5,4,"… significantly more afraid of data poisoning than other threats of … We will refer to this general threat as data poisoning or … A number of data poisoning strategies manipulate training data …","https://ieeexplore.ieee.org/ielaam/34/10008914/9743317-aam.pdf","https://scholar.google.com/scholar?q=related:HygoNzZHeacJ:scholar.google.com/&scioq=data+poisoning&hl=en&as_sdt=2007"
379,"G Sun, Y Cong, J Dong, Q Wang…","Data poisoning attacks on federated machine learning",2021,"IEEE Internet of Things …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/9618642/","https://scholar.google.com/scholar?cites=1354279771392306400&as_sdt=2005&sciodt=2007&hl=en",20,"2026-01-28 13:54:56","","","",,,,,,379,75.80,76,5,5,"… Demonstration of our data poisoning attack model on … Some nodes are injected by corrupted/poisoned data, while … to fill the data poisoning gap by investigating poisoning attack …","https://arxiv.org/pdf/2004.10020","https://scholar.google.com/scholar?q=related:4OxV3EZeyxIJ:scholar.google.com/&scioq=data+poisoning&hl=en&as_sdt=2007"
80,"Z Yang, X He, Z Li, M Backes…","Data poisoning attacks against multimodal encoders",2023,"International …","proceedings.mlr.press","https://proceedings.mlr.press/v202/yang23f.html","https://scholar.google.com/scholar?cites=11816704560819330585&as_sdt=2005&sciodt=2007&hl=en",21,"2026-01-28 13:54:56","","","",,,,,,80,26.67,16,5,3,"… ’s training data to trigger malicious behaviors in it. In contrast to previous work, only poisoning visual modality, in this work, we take the first step to studying poisoning attacks against …","https://proceedings.mlr.press/v202/yang23f/yang23f.pdf","https://scholar.google.com/scholar?q=related:Gd5fwzBe_aMJ:scholar.google.com/&scioq=data+poisoning&hl=en&as_sdt=2007"
165,"J Chen, X Zhang, R Zhang, C Wang…","De-pois: An attack-agnostic defense against data poisoning attacks",2021,"IEEE Transactions on …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/9431105/","https://scholar.google.com/scholar?cites=16603565589234817853&as_sdt=2005&sciodt=2007&hl=en",22,"2026-01-28 13:54:56","","","",,,,,,165,33.00,33,5,5,"… In this paper, we focus on the data poisoning attacks, where … particular stickers into the training data to manipulate the decision … To counter poisoning attacks, several defense techniques …","https://ieeexplore.ieee.org/ielaam/10206/9151439/9431105-aam.pdf","https://scholar.google.com/scholar?q=related:PZs9F--2a-YJ:scholar.google.com/&scioq=data+poisoning&hl=en&as_sdt=2007"
108,"C Miao, Q Li, H Xiao, W Jiang, M Huai…","Towards data poisoning attacks in crowd sensing systems",2018,"Proceedings of the …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/3209582.3209594","https://scholar.google.com/scholar?cites=858611662580354933&as_sdt=2005&sciodt=2007&hl=en",23,"2026-01-28 13:54:56","","10.1145/3209582.3209594","",,,,,,108,13.50,18,6,8,"… One important form of attacks is called data poisoning, where an attacker tries to degrade … them submit malicious data. In this paper, we focus on two types of data poisoning attacks: the …","https://dl.acm.org/doi/pdf/10.1145/3209582.3209594","https://scholar.google.com/scholar?q=related:dQ8cDMJm6gsJ:scholar.google.com/&scioq=data+poisoning&hl=en&as_sdt=2007"
57,"Y Wang, P Mianjy, R Arora","Robust learning for data poisoning attacks",2021,"International Conference on …","proceedings.mlr.press","https://proceedings.mlr.press/v139/wang21r.html","https://scholar.google.com/scholar?cites=15738759785276050535&as_sdt=2005&sciodt=2007&hl=en",24,"2026-01-28 13:54:56","","","",,,,,,57,11.40,19,3,5,"… poisoning attack, studied extensively in the literature, is where the adversary can plant a fraction of the training data; … practical data poisoning methods including backdoor attacks, data …","http://proceedings.mlr.press/v139/wang21r/wang21r.pdf","https://scholar.google.com/scholar?q=related:ZwyVHqNOa9oJ:scholar.google.com/&scioq=data+poisoning&hl=en&as_sdt=2007"
21,"C Hu, YHF Hu","Data poisoning on deep learning models",2020,"2020 International Conference on …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/9457922/","https://scholar.google.com/scholar?cites=15439490530244342637&as_sdt=2005&sciodt=2007&hl=en",25,"2026-01-28 13:54:56","","","",,,,,,21,3.50,11,2,6,"… This paper overviewed the mechanics and processes behind data poisoning for deep … by which poisoning could be applied to a deep learning model, showing how data poisoning can …","","https://scholar.google.com/scholar?q=related:bbM42NUWRNYJ:scholar.google.com/&scioq=data+poisoning&hl=en&as_sdt=2007"
143,"X Cao, J Jia, NZ Gong","Data poisoning attacks to local differential privacy protocols",2021,"30th USENIX Security Symposium (USENIX …","usenix.org","https://www.usenix.org/conference/usenixsecurity21/presentation/cao-xiaoyu","https://scholar.google.com/scholar?cites=17336345589143355578&as_sdt=2005&sciodt=2007&hl=en",26,"2026-01-28 13:54:56","","","",,,,,,143,28.60,48,3,5,"… In particular, we propose a family of attacks called data poisoning attacks to LDP protocols. … the data sent from the fake users to the data collector, with the goal to manipulate the data …","https://www.usenix.org/system/files/sec21-cao-xiaoyu.pdf","https://scholar.google.com/scholar?q=related:usBMIHYSl_AJ:scholar.google.com/&scioq=data+poisoning&hl=en&as_sdt=2007"
215,"Y Ma, X Zhu, J Hsu","Data poisoning against differentially-private learners: Attacks and defenses",2019,"arXiv preprint arXiv:1903.09860","arxiv.org","https://arxiv.org/abs/1903.09860","https://scholar.google.com/scholar?cites=16056686208070699394&as_sdt=2005&sciodt=2007&hl=en",27,"2026-01-28 13:54:56","","","",,,,,,215,30.71,72,3,7,"… Abstract Data poisoning attacks aim to manipulate the model produced by a learning … are resistant to data poisoning attacks when the adversary is only able to poison a small number of …","https://arxiv.org/pdf/1903.09860","https://scholar.google.com/scholar?q=related:gsn3xQjP1N4J:scholar.google.com/&scioq=data+poisoning&hl=en&as_sdt=2007"
30,"D Bowen, B Murphy, W Cai, D Khachaturov…","Data poisoning in llms: Jailbreak-tuning and scaling laws",2024,"arXiv preprint arXiv …","arxiv.org","https://arxiv.org/abs/2408.02946","https://scholar.google.com/scholar?cites=9095843935895431754&as_sdt=2005&sciodt=2007&hl=en",28,"2026-01-28 13:54:56","","","",,,,,,30,15.00,6,5,2,"… data. We develop a new attack paradigm, jailbreak-tuning, that combines data poisoning … Given this demonstration of how data poisoning vulnerabilities persist and can be amplified, …","https://arxiv.org/pdf/2408.02946?","https://scholar.google.com/scholar?q=related:SipwK97tOn4J:scholar.google.com/&scioq=data+poisoning&hl=en&as_sdt=2007"
68,"P Sandoval-Segura, V Singla…","Autoregressive perturbations for data poisoning",2022,"Advances in …","proceedings.neurips.cc","https://proceedings.neurips.cc/paper_files/paper/2022/hash/af66ac99716a64476c07ae8b089d59f8-Abstract-Conference.html","https://scholar.google.com/scholar?cites=17109390722215919135&as_sdt=2005&sciodt=2007&hl=en",29,"2026-01-28 13:54:56","","","",,,,,,68,17.00,23,3,4,"… We introduce autoregressive (AR) data poisoning for degrading overall … clean data. The perturbations that we additively apply to clean data are generated by AR processes that are data …","https://proceedings.neurips.cc/paper_files/paper/2022/file/af66ac99716a64476c07ae8b089d59f8-Paper-Conference.pdf","https://scholar.google.com/scholar?q=related:Hz4LYTbEcO0J:scholar.google.com/&scioq=data+poisoning&hl=en&as_sdt=2007"
16,"W Wang, S Feizi","Temporal robustness against data poisoning",2023,"Advances in Neural Information …","proceedings.neurips.cc","https://proceedings.neurips.cc/paper_files/paper/2023/hash/94bcb01789fccf15afe2764d8fe0f40e-Abstract-Conference.html","https://scholar.google.com/scholar?cites=12337083443628703550&as_sdt=2005&sciodt=2007&hl=en",30,"2026-01-28 13:54:56","","","",,,,,,16,5.33,8,2,3,"… , if attackers can poison more samples … data, which are often available but neglected in the past. Benefiting from these timestamps, we propose a temporal threat model of data poisoning …","https://proceedings.neurips.cc/paper_files/paper/2023/file/94bcb01789fccf15afe2764d8fe0f40e-Paper-Conference.pdf","https://scholar.google.com/scholar?q=related:Pn_X_QYgNqsJ:scholar.google.com/&scioq=data+poisoning&hl=en&as_sdt=2007"
572,"H Xiao, B Biggio, G Brown, G Fumera…","Is feature selection secure against training data poisoning?",2015,"international …","proceedings.mlr.press","https://proceedings.mlr.press/v37/xiao15.html","https://scholar.google.com/scholar?cites=1517576158054536968&as_sdt=2005&sciodt=2007&hl=en",31,"2026-01-28 13:54:56","","","",,,,,,572,52.00,114,5,11,"… poisoning attacks even without having access to the training data D, but only using surrogate dataˆD. In the absence of attack (ie, at 0% poisoning), all methods exhibit reliable perfor- …","http://proceedings.mlr.press/v37/xiao15.pdf","https://scholar.google.com/scholar?q=related:CFdxrHmDDxUJ:scholar.google.com/&scioq=data+poisoning&hl=en&as_sdt=2007"
30,"H Zhang, J Gao, L Su","Data poisoning attacks against outcome interpretations of predictive models",2021,"… Conference on Knowledge Discovery &Data …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/3447548.3467405","https://scholar.google.com/scholar?cites=11654362805220776746&as_sdt=2005&sciodt=2007&hl=en",32,"2026-01-28 13:54:56","","10.1145/3447548.3467405","",,,,,,30,6.00,10,3,5,"… in a benign environment, their robustness against data poisoning attacks (ie, attacks at the training … To answer this question, we propose a data poisoning attack framework named IMF (…","https://dl.acm.org/doi/pdf/10.1145/3447548.3467405","https://scholar.google.com/scholar?q=related:Kpu1UDmdvKEJ:scholar.google.com/&scioq=data+poisoning&hl=en&as_sdt=2007"
37,"H Baniecki, W Kretowicz, P Biecek","Fooling partial dependence via data poisoning",2022,"Joint European Conference on …","Springer","https://link.springer.com/chapter/10.1007/978-3-031-26409-2_8","https://scholar.google.com/scholar?cites=14701174288035574246&as_sdt=2005&sciodt=2007&hl=en",33,"2026-01-28 13:54:56","HTML","10.1007/978-3-031-26409-2_8","",,,,,,37,9.25,12,3,4,"… via data poisoning … : data, model, and explanation; thus, we poison the data to fool the explanation while the model remains unchanged. Figures 4 and 5 showcase an exemplary data …","https://link.springer.com/chapter/10.1007/978-3-031-26409-2_8","https://scholar.google.com/scholar?q=related:5nF38x8QBcwJ:scholar.google.com/&scioq=data+poisoning&hl=en&as_sdt=2007"
178,"DA Alber, Z Yang, A Alyakin, E Yang, S Rai…","Medical large language models are vulnerable to data-poisoning attacks",2025,"Nature Medicine","nature.com","https://www.nature.com/articles/s41591-024-03445-1","https://scholar.google.com/scholar?cites=10644094364771965173&as_sdt=2005&sciodt=2007&hl=en",34,"2026-01-28 13:54:56","HTML","","",,,,,,178,178.00,30,6,1,"… are in data subsets vulnerable to data-poisoning attacks, such … datasets and show that data poisoning is invisible to widely … would be most resistant to data poisoning and selected it for …","https://www.nature.com/articles/s41591-024-03445-1","https://scholar.google.com/scholar?q=related:9Vj4D25rt5MJ:scholar.google.com/&scioq=data+poisoning&hl=en&as_sdt=2007"
135,"H Zhang, T Zheng, J Gao, C Miao, L Su, Y Li…","Data poisoning attack against knowledge graph embedding",2019,"arXiv preprint arXiv …","arxiv.org","https://arxiv.org/abs/1904.12052","https://scholar.google.com/scholar?cites=2619996014903477794&as_sdt=2005&sciodt=2007&hl=en",35,"2026-01-28 13:54:56","","","",,,,,,135,19.29,19,7,7,"… of KGE and propose a family of effective data poisoning attack strategies against KGE methods. … Empirically, we perform poisoning attack experiments against three most representative …","https://arxiv.org/pdf/1904.12052","https://scholar.google.com/scholar?q=related:IsZChX4YXCQJ:scholar.google.com/&scioq=data+poisoning&hl=en&as_sdt=2007"
106,"Y Shi, T Erpek, YE Sagduyu…","Spectrum data poisoning with adversarial deep learning",2018,"MILCOM 2018-2018 IEEE …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/8599832/","https://scholar.google.com/scholar?cites=18320632145143106738&as_sdt=2005&sciodt=2007&hl=en",36,"2026-01-28 13:54:56","","","",,,,,,106,13.25,27,4,8,"… The difference is that in [18], the adversary performs a jamming attack during the data … data poisoning attack in the sensing phase such that the transmitter has incorrect input data to its …","https://arxiv.org/pdf/1901.09247","https://scholar.google.com/scholar?q=related:sozbf971P_4J:scholar.google.com/&scioq=data+poisoning&hl=en&as_sdt=2007"
58,"M Zhao, B An, Y Yu, S Liu, S Pan","Data poisoning attacks on multi-task relationship learning",2018,"… of the AAAI Conference on Artificial …","ojs.aaai.org","https://ojs.aaai.org/index.php/AAAI/article/view/11838","https://scholar.google.com/scholar?cites=1686943034053290966&as_sdt=2005&sciodt=2007&hl=en",37,"2026-01-28 13:54:56","","","",,,,,,58,7.25,12,5,8,"… Data Poisoning Attacks on MTRL In this section, we introduce the problem settings for the data poisoning attack on MTRL. We define three kinds of attacks based on real-world …","https://ojs.aaai.org/index.php/AAAI/article/view/11838/11697","https://scholar.google.com/scholar?q=related:1usQbcA5aRcJ:scholar.google.com/&scioq=data+poisoning&hl=en&as_sdt=2007"
2,"F Hartle III, S Mancini, E Kerry","Data poisoning 2018–2025: A systematic review of risks, impacts, and mitigation challenges",2025,"Issues in Information Systems","iacis.org","https://iacis.org/iis/2025/4_iis_2025_433-442.pdf","https://scholar.google.com/scholar?cites=9162347993761713137&as_sdt=2005&sciodt=2007&hl=en",38,"2026-01-28 13:54:56","PDF","","",,,,,,2,2.00,1,3,1,"… To limit the analysis, this paper focuses on the systematic review of data poisoning consequences across three dimensions. From this vantage point, we attempt to show the implications …","https://iacis.org/iis/2025/4_iis_2025_433-442.pdf","https://scholar.google.com/scholar?q=related:8QuuxPQyJ38J:scholar.google.com/&scioq=data+poisoning&hl=en&as_sdt=2007"
321,"J Geiping, L Fowl, WR Huang, W Czaja…","Witches' brew: Industrial scale data poisoning via gradient matching",2020,"arXiv preprint arXiv …","arxiv.org","https://arxiv.org/abs/2009.02276","https://scholar.google.com/scholar?cites=12446963321584021008&as_sdt=2005&sciodt=2007&hl=en",39,"2026-01-28 13:54:56","","","",,,,,,321,53.50,64,5,6,"… attacker can modify training data within limits, but cannot modify test data and chooses specific target data a-priori. A related intermediary between data poisoning attacks we consider …","https://arxiv.org/pdf/2009.02276","https://scholar.google.com/scholar?q=related:EO5UszF_vKwJ:scholar.google.com/&scioq=data+poisoning&hl=en&as_sdt=2007"
56,"Y Yang, TY Liu…","Not all poisons are created equal: Robust training against data poisoning",2022,"… Conference on Machine …","proceedings.mlr.press","https://proceedings.mlr.press/v162/yang22j.html","https://scholar.google.com/scholar?cites=17906905243022517677&as_sdt=2005&sciodt=2007&hl=en",40,"2026-01-28 13:54:56","","","",,,,,,56,14.00,19,3,4,"… data to match the gradient of the adversarially labeled target. We show that for a poison to … To prevent data poisoning while maintaining the generalization performance of the network, …","https://proceedings.mlr.press/v162/yang22j/yang22j.pdf","https://scholar.google.com/scholar?q=related:reXvlHEbgvgJ:scholar.google.com/&scioq=data+poisoning&hl=en&as_sdt=2007"
98,"J Geiping, L Fowl, G Somepalli, M Goldblum…","What doesn't kill you makes you robust (er): How to adversarially train against data poisoning",2021,"arXiv preprint arXiv …","arxiv.org","https://arxiv.org/abs/2102.13624","https://scholar.google.com/scholar?cites=14904439968501323227&as_sdt=2005&sciodt=2007&hl=en",41,"2026-01-28 13:54:56","","","",,,,,,98,19.60,20,5,5,"… training data in order to desensitize neural networks to the types of perturbations caused by data poisoning - yet adapting this robust training framework to data poisoning requires …","https://arxiv.org/pdf/2102.13624","https://scholar.google.com/scholar?q=related:29WnKi81184J:scholar.google.com/&scioq=data+poisoning&hl=en&as_sdt=2007"
